work_id,label,scope,confidence,reason
W2980249276,include,coastal,high,"funder_tula/Hakai provenance, coastal fisheries governance"
W2961740565,include,coastal,high,"Hakai affiliation, coralline algal diversity"
W2993609935,include,coastal,high,"Hakai Calvert Island affiliation, intertidal invertebrates"
W2941183925,include,coastal,high,"Hakai affiliation, Antarctic krill population study"
W2910920952,include,coastal,high,"Hakai Calvert Island affiliation, shellfish aquaculture BC"
W2944262188,include,coastal,high,"Hakai/Tula provenance, Pacific herring fishery"
W2921654445,include,coastal,high,"Hakai affiliation, ocean climate observation"
W2783096979,include,coastal,high,"Hakai affiliation, coastal climate/conservation"
W2923747095,include,coastal,high,"Hakai affiliation, marine carbon transport"
W2907674212,include,coastal,high,"Hakai affiliation, marine salp food web study"
W2986595338,include,coastal,high,"Hakai affiliation, NE Pacific ocean productivity"
W2966131466,include,coastal,high,"Hakai Calvert Island affiliation, clam garden study"
W2910111203,include,coastal,high,"Hakai affiliation, salmon consumption coastal BC"
W2892383434,include,coastal,high,"Hakai affiliation, pelagic decapod marine study"
W2996062965,include,coastal,high,"Hakai affiliation, sea otter estuary recovery"
W2982604179,include,coastal,high,"Hakai affiliation, ocean acidification sensors"
W2994361832,include,coastal,high,"Hakai affiliation, beach-dune coastal geomorphology"
W2980826262,include,coastal,high,"Hakai affiliation, marine MPA reef fish ecology"
W2903338118,include,coastal,high,"Hakai affiliation, marine tourism endangered species"
W2792961765,include,coastal,high,"Hakai affiliation, tropical Pacific zooplankton"
W2990165656,include,coastal,high,"Hakai affiliation, BC salmon conservation"
W2995275016,include,coastal,high,"Hakai affiliation, NE Pacific fish lead sources"
W2886937383,include,coastal,high,"Hakai affiliation, Pacific sockeye salmon study"
W2970082358,include,coastal,medium,"Hakai affiliation, BC Garry oak fire ecology"
W2991853941,include,coastal,high,"Hakai Quadra affiliation, coastal archaeology LIDAR"
W2941849988,include,coastal,high,"Hakai affiliation, ocean acidification experiment"
W4232734934,include,coastal,high,"Hakai affiliation, S Pacific mesozooplankton preprint"
W2794673779,include,coastal,medium,"Hakai Calvert Island affiliation, microarthropod study"
W2970633890,include,coastal,medium,"Hakai affiliation, BC Garry oak restoration"
W2896562728,include,coastal,high,"Hakai affiliation, marine reservoir coastal archaeology"
W2951978243,include,coastal,medium,"Hakai Calvert Island affiliation, ecological infection data"
W2904972868,include,coastal,high,"Hakai affiliation, sub-Antarctic marine ecosystems"
W2974811172,include,coastal,high,"Hakai Quadra affiliation, kelp phylogeny corrigendum"
W2921110594,include,coastal,high,"Hakai/Tula provenance, marine copepod study"
W2796165361,include,coastal,high,"Hakai affiliation, climate/conservation correction"
W2936900111,include,coastal,high,"Hakai affiliation, whale shark marine tourism"
W4231659542,include,coastal,high,"Hakai affiliation, whale shark tourism preprint"
W4285075064,include,coastal,high,"Hakai affiliation, BC sockeye salmon diets"
W4285075101,include,coastal,high,"Hakai affiliation, Pacific sockeye habitat markers"
W4285774949,include,coastal,high,"Hakai affiliation, juvenile salmon plankton study"
W7139953882,include,coastal,high,Hakai-published Vancouver Island stream dataset
W3093432062,include,coastal,medium,Hakai affiliation in global carbon budget
W3087631976,include,coastal,high,"Hakai affiliation, estuarine acidification review"
W3187701952,include,coastal,medium,"Hakai/Tula provenance, Indigenous fire stewardship"
W3131381981,include,coastal,high,"Hakai Calvert Island affiliation, fish microplastics"
W3035206089,include,coastal,high,"Hakai affiliation, sea otter keystone predator"
W3097420845,include,coastal,high,"Hakai affiliation, NE Pacific microplastics"
W3123240499,include,coastal,high,"funder_tula/Hakai, BC fjord warming study"
W3130251051,include,coastal,high,"funder_hakai, coastal temperate rainforest margin"
W3110406880,include,coastal,high,"Hakai affiliation, coastal bear-salmon ecosystems"
W3037582888,include,coastal,high,"Hakai/Tula provenance, Yellow Sea zooplankton"
W3013876398,include,coastal,high,"Hakai affiliation, Arctic Ocean carbon cycle"
W3207302418,include,coastal,medium,"funder_tula/Hakai, glacier albedo study"
W3023566757,include,coastal,high,"Hakai affiliation, Southern Ocean salp model"
W3096288032,include,coastal,high,"Hakai affiliation, marine salp biology"
W3089130565,include,coastal,high,"Hakai Quadra affiliation, coralline algal research"
W3157632309,include,coastal,medium,"funder_hakai/Hakai affiliation, global glacier mass loss"
W3016120208,include,coastal,high,"Hakai affiliation, fish isotope marine study"
W3018489821,include,coastal,high,"Hakai affiliation, salmonid isotope ecology"
W3011290414,include,coastal,high,"Hakai affiliation, coral reef symbiont study"
W3025069061,include,coastal,high,"Hakai/Tula provenance, Yellow Sea zooplankton"
W3002461164,include,coastal,high,Hakai Institute affiliation; marine zooplankton carbon transport
W3011151531,include,coastal,high,Hakai Nearshore Ecology affiliation; BC rocky reef predators
W3040267663,include,coastal,high,Hakai/Tula affiliation; marine zooplankton study
W3107452622,include,coastal,high,Hakai/Tula affiliation; coastal zooplankton communities
W4231269301,include,coastal,medium,Hakai/Tula listed among institutions; ocean carbon budget
W3042198445,include,coastal,medium,"Hakai affiliation; Indigenous stewardship in ecology, coastal program"
W3047315886,include,coastal,high,Hakai Quadra Island affiliation; salmon ocean acidification
W3107292324,include,coastal,high,Hakai/Tula affiliation; marine salp ecology
W3012099936,include,coastal,high,Hakai Quadra Island affiliation; juvenile salmon coastal foraging
W3109738030,include,coastal,high,Hakai/Tula affiliation; BC seagrass epifaunal metacommunity
W3200121334,include,coastal,high,"Tula funder, Hakai affiliation; BC inlet oxygen"
W3006524433,include,coastal,high,Hakai/Tula affiliation; shark tissue isotopes
W3085715914,include,coastal,high,Hakai Quadra Island affiliation; NW Coast zooarchaeology
W3009451951,include,coastal,high,Hakai/Tula affiliation; copepod warming/acidification
W3104541096,include,coastal,high,Hakai/Tula affiliation; sockeye salmon ocean distribution
W3180186669,include,coastal,high,Hakai and Tula funders; salmon-subsidized riparian birds
W3013351155,include,coastal,high,Hakai/Tula affiliation; Quadra Island clam gardens
W3143356080,include,coastal,high,Hakai funder/affiliation; coastal BC biocultural stewardship
W3175203996,include,coastal,high,Hakai funder; Calvert Island soil chronosequence
W3012551364,include,coastal,high,Hakai/Tula affiliation; estuary copepod dynamics
W3110082964,include,coastal,high,Hakai/Tula affiliation; marine zooplankton production
W3005831978,include,coastal,medium,Hakai/Tula affiliation; coastal archaeology lithics chapter
W3175181419,include,coastal,high,Hakai/Tula funder; coastal seawater microbial lysis
W3048731295,include,coastal,medium,Hakai affiliation; correction to Indigenous stewardship article
W3083359902,include,coastal,high,Hakai/Tula affiliation; corrigendum to marine eddy paper
W4285775206,include,coastal,high,Hakai affiliation; Chinook salmon isotope technical report
W7140882609,include,coastal,high,Hakai-published dataset; Airborne Coastal Observatory
W7162103803,include,coastal,high,Hakai dataset; Calvert Island beach imagery
W7162305361,include,coastal,high,Hakai dataset; coastal RPAS drone methods
W7163187277,include,coastal,high,Hakai dataset; intertidal beach drone mapping
W4282944333,include,coastal,high,Hakai/Tula affiliation; nearshore marine predation experiment
W4283023661,include,coastal,high,Hakai/Tula affiliation; marine zooplankton review
W4281751003,include,coastal,high,Hakai/Tula affiliation; marine invertebrate microbiomes
W4205179071,include,coastal,high,Hakai/Tula affiliation; coastal BC grizzly stewardship
W3168940469,include,coastal,high,Hakai/Tula affiliation; Gwaii Haanas ecological restoration
W4280554907,include,coastal,high,Hakai Calvert Island affiliation; coastal microplastics food web
W4312072255,include,coastal,high,Hakai/Tula affiliation; ocean acidification trend methods
W3196433938,include,coastal,high,Hakai/Tula affiliation; Southern Ocean grazer diets
W3199449662,include,coastal,low,Hakai/Tula affiliation; parasite sharing climate modeling
W4200052012,include,coastal,high,Hakai/Tula affiliation; Antarctic krill range shift
W3206872513,include,coastal,high,Hakai/Tula affiliation; Southern Ocean food web modeling
W3201886883,include,coastal,high,Hakai/Tula affiliation; mesopelagic fishes catches
W4281700887,include,coastal,high,Hakai/Tula affiliation; eelgrass wasting disease warming
W3217569403,include,coastal,high,Hakai/Tula affiliation; invasive freshwater hydrozoan
W3205408017,include,coastal,high,Hakai/Tula affiliation; sea otter eelgrass diversity
W4301394090,include,coastal,high,Hakai/Tula affiliation; coastal food chain isotopes
W3137032755,include,coastal,high,Hakai/Tula affiliation; mussel thermal performance
W3215389386,include,coastal,high,Hakai/Tula affiliation; coastal microplastics zooplankton/herring
W3130715920,include,coastal,high,Hakai/Tula affiliation; NE Pacific gelatinous zooplankton
W4304183970,include,coastal,medium,"Tula funder, Hakai affiliation; glacier mass balance streamflow"
W3167980057,include,coastal,high,Hakai/Tula affiliation; Salpa vertical migration
W3142165335,include,coastal,high,Hakai/Tula affiliation; BC freshwater jellyfish
W3206867165,include,coastal,high,Hakai/Tula affiliation; Kerguelen zooplankton carbon flux
W3125158233,include,coastal,high,Hakai/Tula affiliation; coastal sockeye salmon climate risk
W4290420502,include,coastal,high,Hakai funder/affiliation; seagrass microbiota transplant
W4200000153,include,coastal,high,Hakai/Tula affiliation; NE Pacific mesozooplankton size spectra
W3211771475,include,coastal,high,Hakai/Tula affiliation; NE Pacific zooplankton phosphorus
W3189507770,include,coastal,high,Hakai/Tula affiliation; kelp forest sea cow hypotheses
W3129521739,include,coastal,high,Hakai Calvert Island affiliation; intertidal shore crab parasites
W4206182817,include,coastal,high,Hakai/Tula affiliation; larval fish in eddies
W3131563658,include,coastal,high,Hakai/Tula affiliation; Arctic lagoon microbial communities
W3165031977,include,coastal,high,Hakai/Tula affiliation; Kerguelen macrozooplankton migration
W3194389766,include,coastal,high,Hakai/Tula affiliation; Kerguelen pelagic food web
W3132669897,include,coastal,high,Hakai/Tula affiliation; killer whale group splitting
W3160769752,include,coastal,high,Hakai/Tula affiliation; larval Antarctic krill sea-ice
W4200294400,include,coastal,high,Hakai affiliation; marine subsidy to island mice
W3177844416,include,coastal,medium,Hakai/Tula affiliation; wolf parasite communities coastal BC
W3128221349,include,coastal,high,Hakai/Tula affiliation; marine reserve anthropogenic noise
W3166998132,include,coastal,high,Hakai/Tula affiliation; subarctic Pacific zooplankton spectra
W3171410907,include,coastal,high,Hakai/Tula affiliation; barnacle microplastic ingestion
W3200628631,include,coastal,high,Hakai Institute author affiliation; coral reef fish ecology
W4284709616,include,coastal,high,"Tula funder, Hakai affiliation; BC coastal landslide-tsunami"
W4253272719,include,coastal,high,Hakai/Tula institutions; marine eDNA salmon survey
W3169073099,include,coastal,high,Hakai/Tula institutions; marine zooplankton inventory
W3194560782,include,coastal,high,Hakai Calvert Island affiliation; salt marsh ecology
W3133512478,include,coastal,high,Hakai affiliation; Calvert Island coastal archaeology
W4229007662,include,coastal,medium,"Tula funder; seaweed microbiome, Calvert fulltext"
W4200272161,include,coastal,medium,Hakai/Tula institutions; ocean carbon budget peer review
W4386877189,include,coastal,high,Hakai affiliation; marine CO2 Inside Passage
W7162084999,include,coastal,high,Hakai-published kelp dataset
W4327566735,include,other_tula,medium,Hakai/Tula funder; protist photoendosymbiosis lab biology
W4387721546,include,coastal,high,"Tula funder, Hakai affiliation; Airborne Coastal Observatory glacier"
W4319288681,include,coastal,high,"Tula funder, Hakai affiliation; eelgrass seagrass disease"
W4283374634,include,other_tula,medium,Hakai/Tula institutions; bacterial endosymbiont lab biology
W4313325205,include,coastal,high,Hakai Genomics Lab; humpback whale prey
W4285999715,include,coastal,high,Hakai/Tula institutions; eelgrass microbiome disease
W4287010191,include,coastal,high,Hakai/Tula institutions; freshwater invasive jellyfish
W4309796557,include,coastal,high,Hakai/Tula institutions; BC oyster mortality
W4225308706,include,coastal,high,Hakai/Tula institutions; BC coastal deglaciation
W4322503105,include,coastal,high,"Hakai funder, affiliation; kelp forest mapping"
W4294884043,include,coastal,high,Hakai/Tula institutions; coastal marine microbial community
W4281554289,include,coastal,high,Hakai/Tula institutions; NE Pacific salp biology
W4367856169,include,coastal,high,Tula funder; eelgrass fish diversity BC
W4307258694,include,coastal,high,Hakai/Tula institutions; clam gardens coastal archaeology
W4212806541,include,coastal,high,Hakai/Tula institutions; seagrass symbiosis transplant
W4317781537,include,coastal,high,"Tula funder, Hakai affiliation; sea star microbiome"
W4285295756,include,other_tula,medium,Hakai/Tula institutions; terrestrial caribou diet
W4308365972,include,coastal,high,Hakai/Tula institutions; Pacific oyster larval microbiome
W4283030731,include,coastal,high,Hakai/Tula institutions; Southern Ocean salp gene expression
W4388294321,include,coastal,medium,"Hakai funder, affiliation; coastal Vancouver Island karst paleontology"
W4383738797,include,coastal,high,Hakai/Tula institutions; sea star microbiome methods
W4386022122,include,coastal,high,"Hakai funder, affiliation; BC fjord oceanography"
W4291826702,include,coastal,high,Hakai/Tula institutions; Pacific salmon isotope ecology
W4224273793,include,coastal,high,Hakai/Tula institutions; Gulf of Alaska oceanography
W4226059941,include,coastal,high,Hakai/Tula institutions; marine eDNA salmon survey
W4297220107,include,coastal,high,Hakai/Tula institutions; micronekton carbon transport
W4224216963,include,coastal,high,Hakai/Tula institutions; North Pacific salmon food webs
W4283651778,include,coastal,high,Hakai/Tula institutions; Steller's sea cow marine mammal
W4224441918,include,coastal,high,Hakai/Tula institutions; ocean zooplankton food chains
W4206982323,include,coastal,high,Hakai affiliation; coastal marine microbial community
W4213318948,include,coastal,medium,Hakai/Tula institutions; biodiversity-ecosystem function review
W4220838262,include,other_tula,medium,Hakai/Tula institutions; marine parasite plastid lab biology
W4283030987,include,other_tula,medium,Hakai/Tula institutions; dengue temperature epidemiology
W4293770265,include,coastal,high,Hakai/Tula institutions; Chinook salmon food quality
W4205287821,include,coastal,high,Hakai/Tula affiliation; marine CO2 peer review
W4206305112,include,coastal,high,Hakai/Tula affiliation; marine CO2 peer review
W4207043474,include,coastal,high,Hakai/Tula affiliation; coastal watershed hydrology review
W4224303366,include,coastal,high,Hakai/Tula institutions; Gulf of Alaska zooplankton nets
W4225634092,include,coastal,high,Hakai/Tula institutions; Gulf of Alaska oceanography
W4226265386,include,coastal,high,Hakai/Tula institutions; North Pacific salmon food webs
W4226431850,include,coastal,high,Hakai/Tula institutions; Gulf of Alaska zooplankton nets
W4229061390,include,coastal,high,Hakai/Tula affiliation; coastal watershed hydrology review
W4281962377,include,other_tula,medium,Hakai/Tula institutions; terrestrial cultural burning biodiversity
W4283771620,include,coastal,high,Hakai/Tula institutions; sockeye salmon otolith chemistry
W4285124380,include,other_tula,medium,Hakai/Tula institutions; terrestrial caribou diet correction
W4292757114,include,coastal,high,Hakai affiliation; marine biodiversity data workshop
W4378231652,include,coastal,medium,"Tula funder, Hakai affiliation; coastal-earth-science glaciers"
W4380786675,include,coastal,medium,"Tula funder, Hakai affiliation; glacier peer review"
W4385369350,include,coastal,medium,"Tula funder, Hakai affiliation; glacier peer review"
W4388456290,include,coastal,medium,"Tula funder, Hakai affiliation; western NA glacier mass loss"
W4382631963,include,other_tula,medium,Hakai/Tula institutions; human predatory niche review
W4391789774,include,coastal,high,Hakai/Tula institutions; BC kelp loss stability
W4390959390,include,other_tula,medium,Hakai/Tula institutions; terrestrial Alaskan mammoth archaeology
W4392545237,include,other_tula,medium,Hakai/Tula institutions; dengue temperature meta-analysis
W4391966907,include,coastal,high,Hakai/Tula institutions; BC Pacific oyster mortality
W4389390904,include,other_tula,medium,Hakai/Tula institutions; terrestrial permafrost microbial communities
W4319293516,include,coastal,medium,Hakai Calvert affiliation; host-parasite heat stress review
W4378620116,include,other_tula,medium,Hakai/Tula institutions; biodiversity change methods
W3215497431,include,coastal,high,Hakai/Tula institutions; marine eDNA salmon survey
W4376149802,include,coastal,high,Hakai/Tula institutions; seagrass soil carbon
W4321004049,include,coastal,high,Hakai/Tula institutional affiliation; BC salmon/killer whale prey
W4317932986,include,coastal,high,Hakai affiliation; BC coast ocean colour chlorophyll
W4404495125,include,coastal,medium,Hakai/Tula institution among large ocean-forecasting consortium
W4392221578,include,coastal,high,Tula funder + Hakai affiliation; BC glacier freshwater science
W4386583218,include,coastal,high,Hakai/Tula affiliation; juvenile Chinook salmon food quality
W4389903083,include,coastal,high,Hakai/Tula affiliation; sedimentary ancient DNA workflow
W4401404733,include,coastal,medium,Hakai/Tula institution; global ocean temperature ecology
W4401661969,include,coastal,high,Tula funder + Hakai affiliation; NE Pacific phytoplankton
W4402789469,include,coastal,high,Hakai/Tula funder; marine apicomplexan phylogenomics
W4401715634,include,coastal,high,Hakai/Tula affiliation; cultured Pacific oyster microbiome
W4405202647,include,coastal,high,Hakai funder + affiliation; BC central coast phytoplankton
W4403071815,include,coastal,high,Hakai/Tula affiliation; BC bull kelp growth
W4390859535,include,coastal,high,Tula funder + Hakai affiliation; zooplankton trophic ecology
W4382058410,include,coastal,high,Hakai Quadra Island affiliation; marine meiofaunal flatworm
W4386618176,include,coastal,medium,Hakai/Tula institution; Fraser Canyon bedrock river geomorphology
W4387518540,include,coastal,high,Hakai Calvert Island affiliation; coral reef complexity
W4389903068,include,coastal,high,Hakai/Tula affiliation; sedimentary ancient DNA archives
W4387332686,include,coastal,high,Hakai/Tula affiliation; coralline red algae taxonomy
W4377021895,include,coastal,high,Hakai/Tula affiliation; global marine kelp forest ecosystem services
W4388083213,include,coastal,high,Hakai Calvert affiliation; coastal collaborative archaeology
W4386835714,include,coastal,high,Hakai/Tula affiliation; ocean productivity bloom
W4403202849,include,coastal,high,Tula funder + Hakai affiliation; BC Holocene glacier cover
W2891356904,include,coastal,high,Hakai-published BC coast seawater carbonate analysis protocol
W4367672474,include,coastal,high,Hakai/Tula affiliation; marine larval dispersal MPA connectivity
W4380550365,include,coastal,high,Hakai Calvert affiliation; BC seaweed farming carbon
W4321490235,include,coastal,medium,Hakai/Tula institution; Fraser Canyon gorge incision
W4321598089,include,coastal,high,Hakai/Tula affiliation; sea otter kelp crab foraging
W4322010488,include,coastal,high,Hakai affiliation; Queen Charlotte Sound shelf stratification
W4323568819,include,coastal,high,Hakai/Tula affiliation; NE Pacific eelgrass dynamics
W4367596190,include,coastal,high,Hakai Heriot Bay affiliation; marine alveolate origins
W4386037614,include,coastal,high,Hakai Quadra affiliation; BC sockeye salmon foraging
W4386835755,include,coastal,high,Hakai/Tula affiliation; ocean productivity bloom supplement
W4387873983,include,coastal,high,Hakai/Tula affiliation; marine productivity peer-review
W4388162399,include,coastal,medium,Tula provenance; carbon budget review peer-review with Hakai author
W4388727496,include,coastal,high,Hakai/Tula affiliation; marine productivity peer-review
W4389561933,include,coastal,medium,"Hakai affiliation; granitoid silicate weathering, Calvert fulltext"
W4389672135,include,coastal,high,Tula funder + Hakai affiliation; glacier mass loss peer-review
W4390920285,include,coastal,high,Tula funder + Hakai affiliation; glacier mass loss reply
W4390920553,include,coastal,high,Tula funder + Hakai affiliation; glacier mass loss reply
W7115565599,include,coastal,high,Hakai-published bowhead whale drone dataset
W4409051986,include,coastal,high,Hakai funder + affiliation; BC fjord sea star refuge
W4411173740,include,coastal,high,Hakai/Tula affiliation; sedimentary ancient DNA paleoparasitology
W4410101106,include,coastal,high,Hakai/Tula affiliation; BC coastal salmon stock assessment
W4414879948,include,coastal,high,Hakai/Tula affiliation; sedimentary DNA vegetation methods
W4409231898,include,coastal,high,Tula funder + Hakai affiliation; W North America glacier snowline
W4412151630,include,coastal,high,Hakai funder + affiliation; Vancouver Island coastal archaeology
W4392779768,include,coastal,high,Hakai/Tula affiliation; ocean productivity bloom
W4396916330,include,coastal,high,Hakai/Tula affiliation; marine larval dispersal MPA connectivity
W4392198934,include,coastal,high,Hakai/Tula affiliation; estuarine ocean acidification
W4392338219,include,coastal,high,Hakai/Tula affiliation; BC coastal pelagic food web isotopes
W4407809475,include,coastal,high,Hakai/Tula funder; marine invertebrate endosymbiotic ciliates
W4409865952,include,coastal,high,Hakai/Tula funder; BC Holocene glacier cover
W4410219152,include,coastal,high,Tula funder + Hakai affiliation; eelgrass epiphytic diatoms
W4413137968,include,coastal,high,Tula funder + Hakai affiliation; sea star wasting disease pathogen
W4414341263,include,coastal,high,Hakai/Tula affiliation; protist volume microscopy review
W4415099959,include,coastal,high,Hakai funder + affiliation; Vancouver Island deglacial ecology
W7125813376,include,coastal,high,Hakai/Tula affiliation; Gulf of St. Lawrence biogeochemical dataset
W7150966422,include,coastal,high,Hakai/Tula affiliation; Salish Sea kelp forest history
W7161002510,include,coastal,medium,Tula funder; global carbon budget with Hakai author
W4396570733,include,coastal,high,Hakai/Tula affiliation; California marine sponge taxonomy
W4402520347,include,coastal,high,Hakai Quadra affiliation; coastal BC archaeological clamshells
W4408256189,include,coastal,high,Hakai/Tula affiliation; Fraser River black carbon export
W4399862346,include,coastal,high,Hakai Ocean Observing eDNA metabarcoding pipeline
W4396877552,include,coastal,high,Hakai/Tula affiliation; eastern Pacific sea star arms
W4399154537,include,coastal,high,Hakai Ocean Observing DNA extraction protocol
W4399260153,include,coastal,high,Hakai Ocean Observing 18S metabarcoding protocol
W4399260175,include,coastal,high,Hakai Ocean Observing COI metabarcoding protocol
W4399265421,include,coastal,high,Hakai Ocean Observing zooplankton DNA extraction protocol
W4400747309,include,coastal,high,Hakai/Tula affiliation; DIY oceanography deep-ocean floats
W4400956696,include,coastal,high,Hakai/Tula affiliation; eelgrass meadow dispersal experiment
W4407838679,include,coastal,high,Hakai/Tula affiliation; marine-to-freshwater dinoflagellate research
W4408825132,include,coastal,high,Hakai affiliation; marine heatwave ocean carbon study
W4409979079,include,coastal,high,Hakai funder/affiliation; coastal archaeology shellfish research
W4410452588,include,coastal,high,Hakai/Tula affiliation; Pacific oyster aquaculture study
W4412604182,include,coastal,high,Hakai affiliation; estuary oxygen/acidification peer review
W4413788747,include,coastal,high,Hakai/Tula affiliation; geoduck aquaculture study
W4413962239,include,coastal,high,Hakai Calvert Island affiliation; freshwater amphibian parasites
W4416573047,include,coastal,high,Hakai/Tula affiliation; intertidal hermit crab parasites
W7105523434,include,coastal,high,Hakai-published coastal mapping dataset
W7105545741,include,coastal,high,Hakai-published coastal monitoring dataset
W7115584703,include,coastal,high,Hakai ACO LiDAR dataset; coastal/earth science
W7115588320,include,coastal,high,Hakai-published kelp canopy dataset
W7125528452,include,coastal,high,Hakai ACO landslide LiDAR dataset; coastal earth science
W7128373861,include,coastal,high,"Tula funder, Hakai affiliation; ocean acidification Canada"
W7134125519,include,coastal,high,"Tula funder, Hakai affiliation; marine disease genomics"
W7135014378,include,coastal,high,"Hakai funder/affiliation; river canyon sediment, BC"
W7138905058,include,coastal,high,"Tula funder, Hakai affiliation; Vancouver Island glacial geomorphology"
W7162645891,include,coastal,high,Hakai ACO aerial survey dataset; coastal earth science
W7162659232,include,coastal,high,Hakai ACO LiDAR flood dataset; coastal earth science
W7163168227,include,coastal,high,Hakai ACO glacier survey dataset; coastal earth science
W2053274255,include,other_tula,medium,"Tula funder; forest soil microbiome, not coastal"
W2105776288,include,other_tula,medium,"Tula funder; microfluidic device, not coastal"
W2150774796,include,other_tula,medium,"Tula funder; protist phylogenomics, not coastal"
W2168497148,include,other_tula,medium,"Tula funder; dopamine neuroscience, not coastal"
W1967155120,include,coastal,medium,Tula funder; marine eukaryote proteorhodopsin
W2068623154,include,other_tula,medium,"Tula funder; protist phylogenomics, not coastal"
W2063216803,include,other_tula,medium,"Tula funder; protein phylogeny method, not coastal"
W2136570154,include,other_tula,medium,"Tula funder; protist phylogeny, not coastal"
W2071332091,include,other_tula,medium,"Tula funder; gregarine parasite phylogeny, not coastal"
W2167895185,include,other_tula,medium,"Tula funder; plastid genome evolution, not coastal"
W2122136925,include,coastal,medium,Tula funder; aquatic plankton metacommunity study
W2091394634,include,other_tula,medium,"Tula funder; euglenid protist description, not coastal"
W2060171150,include,coastal,medium,Tula funder; deep-sea euglenozoan ultrastructure
W2141789831,include,other_tula,medium,"Tula funder; nucleomorph genome, not coastal"
W2008619731,include,coastal,high,Hakai funder; ancient herring DNA fisheries
W2135714231,include,other_tula,medium,"Tula funder; yeast protein expression, not coastal"
W2170758691,include,other_tula,medium,"Tula funder; sterol gene transfer, not coastal"
W1998733635,include,coastal,medium,"Tula funder; marine sediment euglenozoan, BC tidal pools"
W2040196420,include,other_tula,medium,"Tula funder; nucleomorph genome, not coastal"
W2118194113,include,coastal,medium,Tula funder; marine sediment symbiont co-evolution
W2035880729,include,coastal,medium,Tula funder; marine animal apicomplexan symbiont
W2170391279,include,coastal,medium,Tula funder; planktonic DNA filter extraction method
W2053328262,include,other_tula,medium,"Tula funder; dinoflagellate species description, not coastal"
W2124627272,include,other_tula,medium,"Tula funder; microbial convergent evolution review, not coastal"
W2102254747,include,other_tula,medium,"Tula funder; peatland euglenid endobionts, not coastal"
W2119341692,include,other_tula,medium,"Tula funder; parasite mitochondrial import, not coastal"
W2072699152,include,other_tula,medium,"Tula funder; dendrite neuroscience, not coastal"
W2014995804,include,coastal,high,"Tula funder; coastal seawater filtration method, Saanich Inlet"
W2058605910,include,other_tula,medium,"Tula funder; soil/sediment DNA extraction, not coastal"
W1968000336,include,other_tula,medium,"Tula funder; phylogeny software, not coastal"
W2017648466,include,coastal,medium,Tula funder; metagenomic library from hypoxic fjord
W2103152760,include,coastal,medium,Tula funder; copepod aquatic ecosystem effects
W1997603493,include,coastal,high,"Tula funder; coastal seawater filtration, Saanich Inlet"
W4244432292,include,coastal,high,Hakai funder; herring DNA fisheries correction
W2128082843,include,other_tula,medium,"Tula funder; coccolithophore plastid presequences, not coastal"
W40437783,include,coastal,high,Tula funder; coastal fjord productivity dissertation
W8819357,include,coastal,low,Hakai funder; quota fisheries biodiversity (abstract mismatched)
W21500167,include,coastal,low,Hakai funder; marine mammal dive behaviour (abstract mismatched)
W7126195716,include,coastal,high,Hakai-published kelp canopy time-series dataset
W7126205608,include,other_tula,medium,"Hakai/Tula affiliation; Cercozoa phylogenomics, not coastal"
W7128364809,include,coastal,high,Hakai/Tula affiliation; marine biodiversity data workshop
W7133508146,include,coastal,high,Hakai/Tula affiliation; Gulf of St. Lawrence dataset review
W7137394037,include,coastal,high,Hakai/Tula funder; archaeological Pacific herring
W7138184636,include,coastal,high,Hakai/Tula affiliation; estuarine snook movement study
W7138989325,include,coastal,high,Hakai Quadra Island observatory sea urchin dataset
W7139084573,include,coastal,high,Hakai/Tula affiliation; Gulf of St. Lawrence dataset review
W7154937657,include,coastal,high,Hakai/Tula affiliation; marine crustacean gregarine phylogenomics
W7162304386,include,coastal,high,Hakai-published Calvert Island kelp canopy dataset
W7162342981,include,coastal,high,Hakai 100 Islands research vegetation dataset
W7162542739,include,coastal,high,Hakai/Tula affiliation; Gulf of St. Lawrence biogeochemical dataset
W2166123725,include,coastal,medium,Tula-funded single-cell genomics of marine/diverse microbes
W1752270159,include,coastal,high,Hakai Institute affiliation; marine predator ecology
W2035944529,include,other_tula,medium,"Tula-funded cell biology, not coastal"
W2096313670,include,coastal,high,Tula-funded marine viral ocean metagenomics
W2081781950,include,coastal,high,Tula-funded OMZ fjord (Saanich) metaproteomics
W1480149909,include,coastal,medium,Tula-funded marine sediment candidate phylum genomics
W2008828320,include,coastal,high,Tula-funded ocean ssDNA virus metagenomics
W2173711952,include,coastal,medium,Tula-funded coastal cultural landscapes/restoration
W2313346166,include,coastal,high,Hakai Institute affiliation; coastal clam gardens
W2239018980,include,coastal,medium,Tula-funded aquatic/coastal lagoon SAG metabolic analysis
W1969477160,include,coastal,medium,Tula-funded coastal BC grizzly-salmon study
W2140580533,include,other_tula,low,"Tula-funded microbiome Bayesian method, not coastal"
W2066656905,include,other_tula,low,"Tula-funded bioinformatics pipeline, not coastal"
W2398038670,include,coastal,high,Hakai Institute affiliation; coastal Indigenous fisheries
W2065701958,include,coastal,high,"Tula-funded marine sulfur-cycle bacteria, Saanich Inlet"
W2129060055,include,other_tula,low,"Tula-funded lignin bioprocessing, not coastal"
W2083274478,include,other_tula,low,"Tula-funded yeast genetics software, not coastal"
W2037798712,include,coastal,high,Tula-funded OMZ Saanich Inlet viral metagenomics
W4230430197,include,coastal,high,Tula-funded marine ssDNA virus biogeography
